[2026-06-21T07:47:43.344Z] GET http://localhost:5173/node_modules/.vite/deps/react-router-dom.js?v=33ed930e → 200 (?ms, -265B)
[2026-06-21T07:47:43.344Z] GET http://localhost:5173/src/components/TopNav.tsx?t=1782027746486 → 200 (1ms, ?B)
[2026-06-21T07:47:43.344Z] GET http://localhost:5173/src/components/Sidebar.tsx → 200 (1ms, ?B)
[2026-06-21T07:47:43.344Z] GET http://localhost:5173/src/pages/Dashboard.tsx?t=1782027942537 → 200 (2ms, ?B)
[2026-06-21T07:47:43.344Z] GET http://localhost:5173/src/pages/DailyReport.tsx → 200 (2ms, ?B)
[2026-06-21T07:47:43.344Z] GET http://localhost:5173/src/pages/WeeklyReport.tsx → 200 (2ms, ?B)
[2026-06-21T07:47:43.344Z] GET http://localhost:5173/src/pages/AcwrPage.tsx → 200 (2ms, ?B)
[2026-06-21T07:47:43.344Z] GET http://localhost:5173/src/pages/RpePage.tsx → 200 (2ms, ?B)
[2026-06-21T07:47:43.344Z] GET http://localhost:5173/src/pages/Upload.tsx → 200 (2ms, ?B)
[2026-06-21T07:47:43.344Z] GET http://localhost:5173/src/pages/PlayerProfile.tsx?t=1782027903667 → 200 (2ms, ?B)
[2026-06-21T07:47:43.345Z] GET http://localhost:5173/src/lib/api.ts?t=1782027554677 → 200 (1ms, ?B)
[2026-06-21T07:47:43.345Z] GET http://localhost:5173/src/utils/calculations.ts → 200 (2ms, ?B)
[2026-06-21T07:47:43.346Z] GET http://localhost:5173/node_modules/.vite/deps/recharts.js?v=33ed930e → 200 (?ms, -267B)
[2026-06-21T07:47:43.346Z] GET http://localhost:5173/src/components/StatCard.tsx → 200 (1ms, ?B)
[2026-06-21T07:47:43.346Z] GET http://localhost:5173/src/utils/csvParser.ts → 200 (1ms, ?B)
[2026-06-21T07:47:43.346Z] GET http://localhost:5173/src/lib/store.ts → 200 (1ms, ?B)
[2026-06-21T07:47:43.346Z] GET http://localhost:5173/src/lib/supabase.ts → 200 (1ms, ?B)
[2026-06-21T07:47:43.347Z] GET http://localhost:5173/node_modules/.vite/deps/papaparse.js?v=33ed930e → 200 (?ms, -263B)
[2026-06-21T07:47:43.347Z] GET http://localhost:5173/node_modules/.vite/deps/@supabase_supabase-js.js?v=33ed930e → 200 (?ms, -265B)
[2026-06-21T07:47:43.363Z] GET https://ftockzbsceolvwztojpx.supabase.co/rest/v1/players?select=id%2Cname%2Cmaturity_status&order=name.asc → pending (?ms, ?B)
[2026-06-21T07:47:43.363Z] GET https://ftockzbsceolvwztojpx.supabase.co/rest/v1/training_daily?select=training_date&order=training_date.desc&limit=5000 → pending (?ms, ?B)
[2026-06-21T07:47:43.363Z] GET https://ftockzbsceolvwztojpx.supabase.co/rest/v1/players?select=id%2Cname%2Cmaturity_status&order=name.asc → pending (?ms, ?B)
[2026-06-21T07:47:43.363Z] GET https://ftockzbsceolvwztojpx.supabase.co/rest/v1/training_daily?select=training_date&order=training_date.desc&limit=5000 → pending (?ms, ?B)
[2026-06-21T07:47:43.489Z] GET https://ftockzbsceolvwztojpx.supabase.co/rest/v1/acwr_daily?select=date&order=date.desc&limit=1 → 200 (331ms, 783B)
[2026-06-21T07:47:43.518Z] GET https://ftockzbsceolvwztojpx.supabase.co/rest/v1/training_daily?select=player_id%2Ctotal_distance%2Chsr_distance%2Csprint_distance%2Crpe%2Cm_per_min%2Cacc_count%2Cdec_count%2Cmax_speed%2Cdaily_training_load%2Cplayers%28name%2Cjersey_number%2Cposition%29&training_date=eq.2026-06-19&order=total_distance.desc → 200 (321ms, 3376B)
[2026-06-21T07:47:43.591Z] GET https://ftockzbsceolvwztojpx.supabase.co/rest/v1/acwr_daily?select=date&order=date.desc&limit=1 → 200 (2ms, 780B)
[2026-06-21T07:47:43.593Z] GET https://ftockzbsceolvwztojpx.supabase.co/rest/v1/acwr_daily?select=player_id%2Cacwr%2Cdata_sufficient&date=eq.2026-06-19 → 200 (227ms, 12161B)
[2026-06-21T07:47:43.622Z] GET https://ftockzbsceolvwztojpx.supabase.co/rest/v1/training_daily?select=player_id%2Ctotal_distance%2Chsr_distance%2Csprint_distance%2Crpe%2Cm_per_min%2Cacc_count%2Cdec_count%2Cmax_speed%2Cdaily_training_load%2Cplayers%28name%2Cjersey_number%2Cposition%29&training_date=eq.2026-06-19&order=total_distance.desc → 200 (28ms, 3377B)
[2026-06-21T07:47:43.823Z] GET https://ftockzbsceolvwztojpx.supabase.co/rest/v1/acwr_daily?select=player_id%2Cacwr%2Cdata_sufficient&date=eq.2026-06-19 → 200 (117ms, 12165B)
[2026-06-21T07:47:43.839Z] GET https://ftockzbsceolvwztojpx.supabase.co/rest/v1/training_daily?select=player_id&limit=5000 → 200 (219ms, 1337B)
[2026-06-21T07:47:43.940Z] GET https://ftockzbsceolvwztojpx.supabase.co/rest/v1/training_daily?select=player_id&limit=5000 → 200 (3ms, 1337B)
[2026-06-21T07:47:47.600Z] GET http://localhost:5173/acwr → 200 (4ms, 639B)
[2026-06-21T07:47:47.607Z] GET http://localhost:5173/@vite/client → 200 (5ms, ?B)
[2026-06-21T07:47:47.607Z] GET http://localhost:5173/src/main.tsx?t=1782027945688 → 200 (2ms, ?B)
[2026-06-21T07:47:47.609Z] GET http://localhost:5173/@react-refresh → 200 (3ms, ?B)
[2026-06-21T07:47:47.609Z] GET http://localhost:5173/node_modules/.vite/deps/react.js?v=33ed930e → 200 (?ms, -263B)
[2026-06-21T07:47:47.609Z] GET http://localhost:5173/node_modules/.vite/deps/react-dom_client.js?v=33ed930e → 200 (1ms, -265B)
[2026-06-21T07:47:47.610Z] GET http://localhost:5173/src/index.css?t=1782027945688 → 200 (1ms, ?B)
[2026-06-21T07:47:47.610Z] GET http://localhost:5173/src/App.tsx?t=1782027942537 → 200 (1ms, ?B)
[2026-06-21T07:47:47.610Z] GET http://localhost:5173/node_modules/.vite/deps/react_jsx-dev-runtime.js?v=33ed930e → 200 (?ms, -263B)
[2026-06-21T07:47:47.610Z] GET http://localhost:5173/node_modules/.vite/deps/chunk-B-1-B7_t.js?v=33ed930e → 200 (?ms, -261B)
[2026-06-21T07:47:47.610Z] GET http://localhost:5173/node_modules/.vite/deps/react-dom.js?v=33ed930e → 200 (?ms, -263B)
[2026-06-21T07:47:47.611Z] GET http://localhost:5173/node_modules/.vite/deps/react-router-dom.js?v=33ed930e → 200 (?ms, -265B)
[2026-06-21T07:47:47.611Z] GET http://localhost:5173/src/components/TopNav.tsx?t=1782027746486 → 200 (2ms, ?B)
[2026-06-21T07:47:47.611Z] GET http://localhost:5173/src/components/Sidebar.tsx → 200 (2ms, ?B)
[2026-06-21T07:47:47.611Z] GET http://localhost:5173/src/pages/Dashboard.tsx?t=1782027942537 → 200 (4ms, ?B)
[2026-06-21T07:47:47.611Z] GET http://localhost:5173/src/pages/DailyReport.tsx → 200 (6ms, ?B)
[2026-06-21T07:47:47.611Z] GET http://localhost:5173/src/pages/WeeklyReport.tsx → 200 (6ms, ?B)
[2026-06-21T07:47:47.612Z] GET http://localhost:5173/src/pages/AcwrPage.tsx → 200 (5ms, ?B)
[2026-06-21T07:47:47.612Z] GET http://localhost:5173/src/pages/RpePage.tsx → 200 (5ms, ?B)
[2026-06-21T07:47:47.612Z] GET http://localhost:5173/src/pages/Upload.tsx → 200 (5ms, ?B)
[2026-06-21T07:47:47.612Z] GET http://localhost:5173/src/pages/PlayerProfile.tsx?t=1782027903667 → 200 (5ms, ?B)
[2026-06-21T07:47:47.612Z] GET http://localhost:5173/node_modules/vite/dist/client/env.mjs → 200 (5ms, ?B)
[2026-06-21T07:47:47.615Z] GET http://localhost:5173/src/lib/api.ts?t=1782027554677 → 200 (2ms, ?B)
[2026-06-21T07:47:47.615Z] GET http://localhost:5173/src/utils/calculations.ts → 200 (3ms, ?B)
[2026-06-21T07:47:47.615Z] GET http://localhost:5173/node_modules/.vite/deps/recharts.js?v=33ed930e → 200 (1ms, -267B)
[2026-06-21T07:47:47.616Z] GET http://localhost:5173/src/components/StatCard.tsx → 200 (3ms, ?B)
[2026-06-21T07:47:47.617Z] GET http://localhost:5173/src/utils/csvParser.ts → 200 (3ms, ?B)
[2026-06-21T07:47:47.617Z] GET http://localhost:5173/src/lib/store.ts → 200 (5ms, ?B)
[2026-06-21T07:47:47.617Z] GET http://localhost:5173/src/lib/supabase.ts → 200 (4ms, ?B)
[2026-06-21T07:47:47.621Z] GET http://localhost:5173/node_modules/.vite/deps/papaparse.js?v=33ed930e → 200 (?ms, -263B)
[2026-06-21T07:47:47.621Z] GET http://localhost:5173/node_modules/.vite/deps/@supabase_supabase-js.js?v=33ed930e → 200 (?ms, -265B)
[2026-06-21T07:47:47.626Z] GET https://ftockzbsceolvwztojpx.supabase.co/rest/v1/players?select=id%2Cname%2Cmaturity_status&order=name.asc → 200 (220ms, 2923B)
[2026-06-21T07:47:47.626Z] GET https://ftockzbsceolvwztojpx.supabase.co/rest/v1/players?select=*&order=name.asc → 200 (224ms, 4561B)
[2026-06-21T07:47:47.626Z] GET https://ftockzbsceolvwztojpx.supabase.co/rest/v1/players?select=id%2Cname%2Cmaturity_status&order=name.asc → 200 (112ms, 2927B)
[2026-06-21T07:47:47.626Z] GET https://ftockzbsceolvwztojpx.supabase.co/rest/v1/players?select=*&order=name.asc → 200 (118ms, 4561B)
[2026-06-21T07:47:47.739Z] GET https://ftockzbsceolvwztojpx.supabase.co/rest/v1/acwr_daily?select=date&order=date.desc&limit=1 → 200 (433ms, 785B)
[2026-06-21T07:47:47.744Z] GET https://ftockzbsceolvwztojpx.supabase.co/rest/v1/acwr_daily?select=date&order=date.desc&limit=1 → 200 (316ms, 783B)
[2026-06-21T07:47:47.847Z] GET https://ftockzbsceolvwztojpx.supabase.co/rest/v1/acwr_daily?select=date&order=date.desc&limit=1 → 200 (3ms, 784B)
[2026-06-21T07:47:47.850Z] GET https://ftockzbsceolvwztojpx.supabase.co/rest/v1/acwr_daily?select=date&order=date.desc&limit=1 → 200 (104ms, 784B)
[2026-06-21T07:47:47.850Z] GET https://ftockzbsceolvwztojpx.supabase.co/rest/v1/acwr_daily?select=player_id%2Cacwr%2Cdata_sufficient&date=eq.2026-06-19 → 200 (109ms, 12166B)
[2026-06-21T07:47:47.955Z] GET https://ftockzbsceolvwztojpx.supabase.co/rest/v1/acwr_daily?select=*&date=eq.2026-06-19 → 200 (189ms, 30688B)
[2026-06-21T07:47:47.960Z] GET https://ftockzbsceolvwztojpx.supabase.co/rest/v1/training_daily?select=player_id&limit=5000 → 200 (106ms, 1339B)
[2026-06-21T07:47:48.061Z] GET https://ftockzbsceolvwztojpx.supabase.co/rest/v1/acwr_daily?select=player_id%2Cacwr%2Cdata_sufficient&date=eq.2026-06-19 → 200 (111ms, 12162B)
[2026-06-21T07:47:48.144Z] GET https://ftockzbsceolvwztojpx.supabase.co/rest/v1/training_daily?select=player_id%2Cdaily_training_load%2Ctraining_date&daily_training_load=not.is.null&order=training_date.desc&limit=455 → 200 (113ms, 8302B)
[2026-06-21T07:47:48.172Z] GET https://ftockzbsceolvwztojpx.supabase.co/rest/v1/acwr_daily?select=*&date=eq.2026-06-19 → 200 (190ms, 30689B)
[2026-06-21T07:47:48.172Z] GET https://ftockzbsceolvwztojpx.supabase.co/rest/v1/training_daily?select=player_id&limit=5000 → 200 (189ms, 1340B)
